country,City,Name,no. of Airports,airports_cum
Panama,Bocas Del Toro,Bocas Del Toro International Airport,1.0,13.0
Panama,Changuinola,Cap Manuel Niño International Airport,1.0,13.0
Panama,David,Enrique Malek International Airport,1.0,13.0
Panama,Howard,Panama Pacific International Airport,1.0,13.0
Panama,Panama,Marcos A. Gelabert International Airport,1.0,13.0
Panama,Santiago,Ruben Cantu Airport,1.0,13.0
Panama,Panama City,Tocumen International Airport,1.0,13.0
Panama,Chitré,Alonso Valderrama Airport,1.0,13.0
Panama,Colón,Enrique Adolfo Jimenez Airport,1.0,13.0
Panama,Jaqué,Jaqué Airport,1.0,13.0
Panama,La Palma,Captain Ramon Xatruch Airport,1.0,13.0
Panama,Puerto Obaldia,Puerto Obaldia Airport,1.0,13.0
Panama,Rio Hato,Scarlett Martinez International Airport,1.0,13.0
Afghanistan,Herat,Herat Airport,1.0,22.0
Afghanistan,Jalalabad,Jalalabad Airport,1.0,22.0
Afghanistan,Kabul,Hamid Karzai International Airport,1.0,22.0
Afghanistan,Kandahar,Kandahar Airport,1.0,22.0
Afghanistan,Maimama,Maimana Airport,1.0,22.0
Afghanistan,Mazar-i-sharif,Mazar I Sharif Airport,1.0,22.0
Afghanistan,Shindand,Shindand Airport,1.0,22.0
Afghanistan,Sheberghan,Sheberghan Airport,1.0,22.0
Afghanistan,Kunduz,Konduz Airport,1.0,22.0
Afghanistan,Faizabad,Fayzabad Airport,1.0,22.0
Afghanistan,Kabul,Bagram Air Base,1.0,22.0
Afghanistan,Tarin Kowt,Tarin Kowt Airport,1.0,22.0
Afghanistan,Zaranj,Zaranj Airport,1.0,22.0
Afghanistan,Chaghcharan,Chakcharan Airport,1.0,22.0
Afghanistan,Camp Bastion,Camp Bastion Airport,1.0,22.0
Afghanistan,Khost,Khost Airport,1.0,22.0
Afghanistan,Sharona,Sharana Airstrip,1.0,22.0
Afghanistan,Shank,Shank Air Base,1.0,22.0
Afghanistan,Lashkar Gah,Bost Airport,1.0,22.0
Afghanistan,Bamyan,Bamiyan Airport,1.0,22.0
Afghanistan,Farah,Farah Airport,1.0,22.0
Afghanistan,Ghazni,Ghazni Airport,1.0,22.0
Singapore,Sembawang,Sembawang Air Base,1.0,6.0
Singapore,Paya Lebar,Paya Lebar Air Base,1.0,6.0
Singapore,Tengah,Tengah Air Base,1.0,6.0
Singapore,Singapore,Seletar Airport,1.0,6.0
Singapore,Singapore,Singapore Changi Airport,1.0,6.0
Singapore,Singapore,Changi Air Base (East),1.0,6.0
Germany,Bautzen,Flugplatz Bautzen,1.0,249.0
Germany,Altenburg,Altenburg-Nobitz Airport,1.0,249.0
Germany,Dessau,Dessau Airfield,1.0,249.0
Germany,Eisenhuettenstadt,Eisenhüttenstadt Airfield,1.0,249.0
Germany,Suhl,Großenhain Airport,1.0,249.0
Germany,Muehlhausen,Merseburg Airport,1.0,249.0
Germany,Halle,Halle-Oppin Airport,1.0,249.0
Germany,Riesa,Riesa-Göhlis Airport,1.0,249.0
Germany,Rechlin-laerz,Rechlin-Lärz Airport,1.0,249.0
Germany,Strausberg,Strausberg Airport,1.0,249.0
Germany,Schoenhagen,Schönhagen Airport,1.0,249.0
Germany,Barth,Barth Airport,1.0,249.0
Germany,Jena,Jena-Schöngleina Airfield,1.0,249.0
Germany,Kyritz,Kyritz Airport,1.0,249.0
Germany,Magdeburg,"Magdeburg ""City"" Airport",1.0,249.0
Germany,Rothenburg/ol,Rothenburg/Görlitz Airport,1.0,249.0
Germany,Anklam,Anklam Airfield,1.0,249.0
Germany,Cottbus,Cottbus-Drewitz Airport,1.0,249.0
Germany,Kamenz,Kamenz Airport,1.0,249.0
Germany,Berlin,Berlin-Schönefeld Airport,1.0,249.0
Germany,Dresden,Dresden Airport,1.0,249.0
Germany,Erfurt,Erfurt Airport,1.0,249.0
Germany,Frankfurt,Frankfurt am Main Airport,1.0,249.0
Germany,Munster,Münster Osnabrück Airport,1.0,249.0
Germany,Hamburg,Hamburg Airport,1.0,249.0
Germany,Berlin,Berlin-Tempelhof International Airport,1.0,249.0
Germany,Cologne,Cologne Bonn Airport,1.0,249.0
Germany,Duesseldorf,Düsseldorf Airport,1.0,249.0
Germany,Munich,Munich Airport,1.0,249.0
Germany,Nuernberg,Nuremberg Airport,1.0,249.0
Germany,Leipzig,Leipzig/Halle Airport,1.0,249.0
Germany,Saarbruecken,Saarbrücken Airport,1.0,249.0
Germany,Stuttgart,Stuttgart Airport,1.0,249.0
Germany,Berlin,Berlin-Tegel Airport,1.0,249.0
Germany,Hannover,Hannover Airport,1.0,249.0
Germany,Bremen,Bremen Airport,1.0,249.0
Germany,Egelsbach,Frankfurt-Egelsbach Airport,1.0,249.0
Germany,Hahn,Frankfurt-Hahn Airport,1.0,249.0
Germany,Mannheim,Mannheim-City Airport,1.0,249.0
Germany,Allendorf,Allendorf/Eder Airport,1.0,249.0
Germany,Worms,Worms Airport,1.0,249.0
Germany,Mainz,Mainz-Finthen Airport,1.0,249.0
Germany,Eisenach,Eisenach-Kindel Airport,1.0,249.0
Germany,Siegerland,Siegerland Airport,1.0,249.0
Germany,Hamburg,Hamburg-Finkenwerder Airport,1.0,249.0
Germany,Kiel,Kiel-Holtenau Airport,1.0,249.0
Germany,Luebeck,Lübeck Blankensee Airport,1.0,249.0
Germany,Dahlemer Binz,Flugplatz Dahlemer Binz,1.0,249.0
Germany,Meinerzhagen,Meinerzhagen Airport,1.0,249.0
Germany,Arnsberg,Arnsberg-Menden Airport,1.0,249.0
Germany,Essen,Essen Mulheim Airport,1.0,249.0
Germany,Bielefeld,Bielefeld Airport,1.0,249.0
Germany,Moenchengladbach,Mönchengladbach Airport,1.0,249.0
Germany,Paderborn,Paderborn Lippstadt Airport,1.0,249.0
Germany,Stadtlohn,Stadtlohn-Vreden Airport,1.0,249.0
Germany,Dortmund,Dortmund Airport,1.0,249.0
Germany,Augsburg,Augsburg Airport,1.0,249.0
Germany,Biberach,Biberach a.d. Riß Airfield,1.0,249.0
Germany,Eggenfelden,Eggenfelden Airport,1.0,249.0
Germany,Mindelheim,Mindelheim-Mattsies Airfield,1.0,249.0
Germany,Oberpfaffenhofen,Oberpfaffenhofen Airport,1.0,249.0
Germany,Straubing,Straubing Airport,1.0,249.0
Germany,Vilshofen,Vilshofen Airport,1.0,249.0
Germany,Leutkirch,Leutkirch-Unterzeil Airport,1.0,249.0
Germany,Friedrichshafen,Friedrichshafen Airport,1.0,249.0
Germany,Parchim,Schwerin Parchim Airport,1.0,249.0
Germany,Stendal,Stendal-Borstel Airport,1.0,249.0
Germany,Aalen-heidenheim,Aalen-Heidenheim/Elchingen Airport,1.0,249.0
Germany,Bayreuth,Bayreuth Airport,1.0,249.0
Germany,Burg Feuerstein,Burg Feuerstein Airport,1.0,249.0
Germany,Hof,Hof-Plauen Airport,1.0,249.0
Germany,Hassfurt,Haßfurt-Schweinfurt Airport,1.0,249.0
Germany,Koblenz,Koblenz-Winningen Airfield,1.0,249.0
Germany,Trier,Trier-Föhren Airport,1.0,249.0
Germany,Speyer,Speyer Airfield,1.0,249.0
Germany,Zweibruecken,Zweibrücken Airport,1.0,249.0
Germany,Donaueschingen,Donaueschingen-Villingen Airport,1.0,249.0
Germany,Freiburg,Freiburg i. Br. Airport,1.0,249.0
Germany,Mengen,Mengen-Hohentengen Airport,1.0,249.0
Germany,Schwaebisch Hall,Adolf Würth Airport,1.0,249.0
Germany,Soest,Finsterwalde/Schacksdorf Airport,1.0,249.0
Germany,Braunschweig,Braunschweig-Wolfsburg Airport,1.0,249.0
Germany,Kassel,Kassel-Calden Airport,1.0,249.0
Germany,Hildesheim,Hildesheim Airport,1.0,249.0
Germany,Bremerhaven,Bremerhaven Airport,1.0,249.0
Germany,Emden,Emden Airport,1.0,249.0
Germany,Leer,Leer-Papenburg Airport,1.0,249.0
Germany,Wilhelmshaven,Wilhelmshaven-Mariensiel Airport,1.0,249.0
Germany,Borkum,Borkum Airport,1.0,249.0
Germany,Norderney,Norderney Airport,1.0,249.0
Germany,Flensburg,Flensburg-Schäferhaus Airport,1.0,249.0
Germany,Rendsburg,Rendsburg-Schachtholm Airport,1.0,249.0
Germany,Westerland,Westerland Sylt Airport,1.0,249.0
Germany,Spangdahlem,Spangdahlem Air Base,1.0,249.0
Germany,Ramstein,Ramstein Air Base,1.0,249.0
Germany,Giebelstadt,[Duplicate] Giebelstadt Army Air Field,1.0,249.0
Germany,Brueckeburg,Bückeburg Air Base,1.0,249.0
Germany,Celle,Celle Airport,1.0,249.0
Germany,Rheine-brentlange,Rheine Bentlage Air Base,1.0,249.0
Germany,Fritzlar,Fritzlar Airport,1.0,249.0
Germany,Laupheim,Laupheim Air Base,1.0,249.0
Germany,Mendig,Mendig Airfield,1.0,249.0
Germany,Niederstetten,Niederstetten Army Air Base,1.0,249.0
Germany,Roth,Roth Airport,1.0,249.0
Germany,Fassberg,Fassberg Air Base,1.0,249.0
Germany,Grafenwoehr,Grafenwohr Army Air Field,1.0,249.0
Germany,Hanau,Hanau Army Air Field,1.0,249.0
Germany,Hohenfels,Hohenfels Army Air Field,1.0,249.0
Germany,Kitzingen,Flugplatz Kitzingen,1.0,249.0
Germany,Nordholz,Nordholz Naval Airbase,1.0,249.0
Germany,Diepholz,Diepholz Air Base,1.0,249.0
Germany,Geilenkirchen,Geilenkirchen Air Base,1.0,249.0
Germany,Hohn,Hohn Air Base,1.0,249.0
Germany,Jever,Jever Air Base,1.0,249.0
Germany,Laage,Rostock-Laage Airport,1.0,249.0
Germany,Noervenich,Nörvenich Air Base,1.0,249.0
Germany,Schleswig,Schleswig Air Base,1.0,249.0
Germany,Wittmundhafen,Wittmundhafen Airport,1.0,249.0
Germany,Wunstorf,Wunstorf Air Base,1.0,249.0
Germany,Vilseck,Vilseck Army Air Field,1.0,249.0
Germany,Coleman,Coleman Army Air Field,1.0,249.0
Germany,Wiesbaden,Wiesbaden Army Airfield,1.0,249.0
Germany,Landsberg,Landsberg Lech Air Base,1.0,249.0
Germany,Buechel,Büchel Air Base,1.0,249.0
Germany,Erding,Erding Airport,1.0,249.0
Germany,Fuerstenfeldbruck,Fürstenfeldbruck Air Base,1.0,249.0
Germany,Holzdorf,Holzdorf Air Base,1.0,249.0
Germany,Ingolstadt,Ingolstadt Manching Airport,1.0,249.0
Germany,Lechfeld,Lechfeld Air Base,1.0,249.0
Germany,Neuburg,Neuburg AFB,1.0,249.0
Germany,Guetersloh,Gütersloh Air Base,1.0,249.0
Germany,Memmingen,Memmingen Allgau Airport,1.0,249.0
Germany,Aachen,Aachen-Merzbrück Airport,1.0,249.0
Germany,Karlsruhe/Baden-Baden,Karlsruhe Baden-Baden Airport,1.0,249.0
Germany,Weeze,Weeze Airport,1.0,249.0
Germany,Norden,Norden-Norddeich Airport,1.0,249.0
Germany,Juist,Juist Airport,1.0,249.0
Germany,Heringsdorf,Heringsdorf Airport,1.0,249.0
Germany,Büsum,Heide-Büsum Airport,1.0,249.0
Germany,Helgoland,Helgoland-Düne Airport,1.0,249.0
Germany,Ruegen,Rügen Airport,1.0,249.0
Germany,Tannheim,Tannheim Airfield,1.0,249.0
Germany,Nauen,Bienenfarm Airport,1.0,249.0
Germany,Uetersen,Uetersen/Heist Airport,1.0,249.0
Germany,Hellwege,Weser-Wümme Airport,1.0,249.0
Germany,Finsterwalde,Flugplatz Finsterwalde/Heinrichsruh,1.0,249.0
Germany,Dinslaken,Dinslaken/Schwarze Heide Airport,1.0,249.0
Germany,Hoexter Holzminden,Höxter-Holzminden Airport,1.0,249.0
Germany,Harlesiel,Harle Airport,1.0,249.0
Germany,Wangerooge,Wangerooge Airport,1.0,249.0
Germany,Langeoog,Langeoog Airport,1.0,249.0
Germany,Cuxhaven,Whiting Field Naval Air Station South Airport,1.0,249.0
Germany,Kirchheim-Teck,Nabern/Teck Airport,1.0,249.0
Germany,Wuerzburg,Würzburg-Schenkenturm Airport,1.0,249.0
Germany,Hopsten,Hopsten Air Base,1.0,249.0
Germany,Linkenheim,Linkenheim Airport,1.0,249.0
Germany,Ebenhofen,Engels heliport,1.0,249.0
Germany,Kempten,Emporia Municipal Airport,1.0,249.0
Germany,Essen,Skå-Edeby Airport,1.0,249.0
Germany,Lindau,Hunt Field,1.0,249.0
Germany,Roitzschjora,Roitzschjora Airfield,1.0,249.0
Germany,Nannhausen,Nannhausen Airport,1.0,249.0
Germany,Recklinghausen,Marl-Loemühle Airfield,1.0,249.0
Germany,Lahr,Lahr Airport,1.0,249.0
Germany,Regensburg,Regensburg-Oberhub Airport,1.0,249.0
Germany,Cochstedt,Cochstedt Airport,1.0,249.0
Germany,Landshut,Landshut Airport,1.0,249.0
Germany,Itzehoe,Itzehoe/Hungriger Wolf Airport,1.0,249.0
Germany,Allstedt,Allstedt Airport,1.0,249.0
Germany,Peine,Peine-Eddesse Airport,1.0,249.0
Germany,Welzow,Spremberg-Welzow Airport,1.0,249.0
Germany,Rotenburg Wuemme,Rotenburg (Wümme) Airport,1.0,249.0
Germany,Wipperfuerth,Wipperfürth-Neye Airport,1.0,249.0
Germany,Osnabrueck,Osnabrück-Atterheide Airport,1.0,249.0
Germany,Ballenstedt,Flugplatz Ballenstedt,1.0,249.0
Germany,Hasenmoor,Flugplatz Hartenholm,1.0,249.0
Germany,Ganderkesee,Ganderkesee Atlas Airfield,1.0,249.0
Germany,Nienburg Weser,Nienburg-Holzbalge Airport,1.0,249.0
Germany,Damme,Damme Airfield,1.0,249.0
Germany,Duelmen,Borkenberge Airport,1.0,249.0
Germany,Obermehler,Obermehler-Schlotheim Airport,1.0,249.0
Germany,Hodenhagen,Hodenhagen Airport,1.0,249.0
Germany,Grube,Grube Airport,1.0,249.0
Germany,Celle,Celle-Arloh Airport,1.0,249.0
Germany,Uelzen,Uelzen Airport,1.0,249.0
Germany,Hamm,Hamm-Lippewiesen Airport,1.0,249.0
Germany,Luesse,Lüsse Airport,1.0,249.0
Germany,Bad Oeynhausen,Porta Westfalica Airport,1.0,249.0
Germany,Brilon,Brilon/Hochsauerlandkreis Airfield,1.0,249.0
Germany,Bad Pyrmont,Hameln-Pyrmont Airport,1.0,249.0
Germany,Cuxhaven,Nordholz-Spieka Airfield,1.0,249.0
Germany,Koethen,Köthen Airport,1.0,249.0
Germany,Sankt Michaelisdonn,St. Michaelisdonn Airport,1.0,249.0
Germany,Salzgitter,Salzgitter-Drütte Airport,1.0,249.0
Germany,Karlshoefen,Karlshöfen Airport,1.0,249.0
Germany,Oldenburg,Oldenburg-Hatten Airfield,1.0,249.0
Germany,Rinteln,Rinteln Airport,1.0,249.0
Germany,Muenster,Münster-Telgte Airport,1.0,249.0
Germany,Sankt Peter-Ording,St. Peter-Ording Airport,1.0,249.0
Germany,Luechow,Lüchow-Rehbeck Airport,1.0,249.0
Germany,Scharlibbe,Klietz/Scharlibbe Airport,1.0,249.0
Germany,Burg,Burg Airport,1.0,249.0
Germany,Bad Neuenahr,Bad Neuenahr-Ahrweiler Airfield,1.0,249.0
Germany,Bad Duerkheim,Bad Dürkheim Airport,1.0,249.0
Germany,Leverkusen,Leverkusen Airport,1.0,249.0
Germany,Wershofen,Wershofen/Eifel Airfield,1.0,249.0
Germany,Gera,Gera-Leumnitz Airfield,1.0,249.0
Germany,TELGTE,Oerlinghausen Airport,1.0,249.0
Germany,Furstenwalde,Fuerstenwalde Airport,1.0,249.0
Germany,Eberswalde,Eberswalde-Finow Airport,1.0,249.0
Germany,Saarmund,Saarmund Airport,1.0,249.0
Germany,Karlsruhe,Sinsheim Airfield,1.0,249.0
Germany,Weinheim,Weinheim/Bergstraße Airport,1.0,249.0
Germany,Grefrath,Grefrath-Niershorst Airport,1.0,249.0
Germany,Segeletz,Segeletz Airport,1.0,249.0
Germany,Peenemunde,Peenemünde Airport,1.0,249.0
Germany,Neustadt-Glewe,Neustadt-Glewe Airport,1.0,249.0
Germany,Wildenrath,Tutow Airport,1.0,249.0
Germany,Bremgarten,Bremgarten Airport,1.0,249.0
Germany,Birburg,Bitburg Airport,1.0,249.0
Germany,Thalmaessing,Thalmässing-Waizenhofen Airport,1.0,249.0
Germany,Ansbach,Ansbach-Petersdorf Airport,1.0,249.0
Germany,Schleissheim,Oberschleißheim Airfield,1.0,249.0
Germany,Verden,Verden-Scharnhorst Airfield,1.0,249.0
Germany,Nittenau,Nittenau-Bruck Airport,1.0,249.0
Germany,Neumuenster,Neumünster Airport,1.0,249.0
Germany,Pellworm,Pellworm Field,1.0,249.0
Germany,Elsenthal,Elsenthal Grafe Airport,1.0,249.0
Germany,Meschede,Meschede-Schüren Airport,1.0,249.0
Germany,Stade,Stade Airport,1.0,249.0
Germany,Giessen,Gießen-Lützellinden Airport,1.0,249.0
Germany,Gelnhausen,Gelnhausen Airport,1.0,249.0
Germany,Lauterbach-Wernges,Lauterbach Airport,1.0,249.0
Germany,Aschaffenburg,Aschaffenburg Airport,1.0,249.0
Germany,Reichelsheim,Reichelsheim Airport,1.0,249.0
Germany,Schoenstadt,Marburg-Schönstadt Airport,1.0,249.0
Germany,Lauenbrueck,Lauenbrück Airport,1.0,249.0
Germany,Huettenbusch,Hüttenbusch Airport,1.0,249.0
Germany,Neubrandenburg,Neubrandenburg Airport,1.0,249.0
Germany,Bamberg,Airport Bamberg-Breitenau,1.0,249.0
Germany,Zerbst/Anhalt,Zerbst Airport,1.0,249.0
Germany,Arnbruck,Arnbruck Airport,1.0,249.0
Germany,Krefeld,Krefeld-Egelsberg Airport,1.0,249.0
Germany,Baltrum,Baltrum Airport,1.0,249.0
Germany,Vogtareuth,Vogtareuth Airport,1.0,249.0
Germany,Rerik,Rerik-Zweedorf Airport,1.0,249.0
Germany,Sankt-Augustin,Bonn-Hangelar Airport,1.0,249.0
Germany,Northeim,Northeim Airport,1.0,249.0
Germany,Gransee,Torgau-Beilrode Airport,1.0,249.0
Greece,Andravida,Andravida Air Base,1.0,55.0
Greece,Agrinion,Agrinion Air Base,1.0,55.0
Greece,Alexandroupolis,Dimokritos Airport,1.0,55.0
Greece,Alexandria,Alexandria Airport,1.0,55.0
Greece,Nea Anghialos,Nea Anchialos Airport,1.0,55.0
Greece,Elefsis,Elefsis Airport,1.0,55.0
Greece,Chios,Chios Island National Airport,1.0,55.0
Greece,Ioannina,Ioannina Airport,1.0,55.0
Greece,Heraklion,Heraklion International Nikos Kazantzakis Airport,1.0,55.0
Greece,Kastoria,Kastoria National Airport,1.0,55.0
Greece,Kithira,Kithira Airport,1.0,55.0
Greece,Keffallinia,Kefallinia Airport,1.0,55.0
Greece,Kalamata,Kalamata Airport,1.0,55.0
Greece,Kavala,Amigdhaleon Airport,1.0,55.0
Greece,Kos,Kos Airport,1.0,55.0
Greece,Karpathos,Karpathos Airport,1.0,55.0
Greece,Kerkyra/corfu,Ioannis Kapodistrias International Airport,1.0,55.0
Greece,Kasos,Kasos Airport,1.0,55.0
Greece,Kavala,Alexander the Great International Airport,1.0,55.0
Greece,Kozani,Filippos Airport,1.0,55.0
Greece,Leros,Leros Airport,1.0,55.0
Greece,Limnos,Limnos Airport,1.0,55.0
Greece,Larissa,Larisa Airport,1.0,55.0
Greece,Megara,Megara Airport,1.0,55.0
Greece,Mykonos,Mikonos Airport,1.0,55.0
Greece,Mytilini,Mytilene International Airport,1.0,55.0
Greece,Preveza,Aktion National Airport,1.0,55.0
Greece,Rhodos,Maritsa Airport,1.0,55.0
Greece,Rhodos,Diagoras Airport,1.0,55.0
Greece,Patras,Araxos Airport,1.0,55.0
Greece,Chania,Chania International Airport,1.0,55.0
Greece,Skiathos,Skiathos Island National Airport,1.0,55.0
Greece,Samos,Samos Airport,1.0,55.0
Greece,Sparti,Sparti Airport,1.0,55.0
Greece,Thira,Santorini Airport,1.0,55.0
Greece,Sitia,Sitia Airport,1.0,55.0
Greece,Stefanovikion,Stefanovikion Air Base,1.0,55.0
Greece,Skiros,Skiros Airport,1.0,55.0
Greece,Tanagra,Tanagra Air Base,1.0,55.0
Greece,Kasteli,Kasteli Airport,1.0,55.0
Greece,Tripolis,Tripolis Airport,1.0,55.0
Greece,Thessaloniki,Thessaloniki Macedonia International Airport,1.0,55.0
Greece,Dekelia,Tatoi Airport,1.0,55.0
Greece,Zakynthos,"Zakynthos International Airport ""Dionysios Solomos""",1.0,55.0
Greece,Athens,Eleftherios Venizelos International Airport,1.0,55.0
Greece,Athens,Athen Helenikon Airport,1.0,55.0
Greece,Astypalaia,Astypalaia Airport,1.0,55.0
Greece,Ikaria,Ikaria Airport,1.0,55.0
Greece,Kalymnos,Kalymnos Airport,1.0,55.0
Greece,Milos,Milos Airport,1.0,55.0
Greece,Cyclades Islands,Naxos Airport,1.0,55.0
Greece,Paros,Paros National Airport,1.0,55.0
Greece,Kastelorizo,Kastelorizo Airport,1.0,55.0
Greece,Syros Island,Syros Airport,1.0,55.0
Greece,Porto Heli,Porto Cheli Airport,1.0,55.0
Trinidad and Tobago,Scarborough,Tobago-Crown Point Airport,1.0,2.0
Trinidad and Tobago,Port-of-spain,Piarco International Airport,1.0,2.0
Portugal,Alverca,Alverca Air Base,1.0,35.0
Portugal,Santa Maria (island),Santa Maria Airport,1.0,35.0
Portugal,Braganca,Bragança Airport,1.0,35.0
Portugal,Beja (madeira),Beja Airport / Airbase,1.0,35.0
Portugal,Braga,Braga Municipal Aerodrome,1.0,35.0
Portugal,Coimba,Aerodromo Municipal de Coimbra,1.0,35.0
Portugal,Cascais,Cascais Airport,1.0,35.0
Portugal,Covilha,Coimbra Hospital Covões Heliport,1.0,35.0
Portugal,Evora,Évora Airport,1.0,35.0
Portugal,Flores,Flores Airport,1.0,35.0
Portugal,Faro,Faro Airport,1.0,35.0
Portugal,Graciosa Island,Graciosa Airport,1.0,35.0
Portugal,Horta,Horta Airport,1.0,35.0
Portugal,Lajes (terceira Island),Lajes Airport,1.0,35.0
Portugal,Monte Real,Monte Real Air Base,1.0,35.0
Portugal,Montijo,Montijo Air Base,1.0,35.0
Portugal,Ovar,Ovar Air Base,1.0,35.0
Portugal,Ponta Delgada,João Paulo II Airport,1.0,35.0
Portugal,Pico,Pico Airport,1.0,35.0
Portugal,Portimao,Portimão Airport,1.0,35.0
Portugal,Porto,Francisco de Sá Carneiro Airport,1.0,35.0
Portugal,Porto Santo,Porto Santo Airport,1.0,35.0
Portugal,Lisbon,Humberto Delgado Airport (Lisbon Portela Airport),1.0,35.0
Portugal,Sao Jorge Island,São Jorge Airport,1.0,35.0
Portugal,Sintra,Sintra Air Base,1.0,35.0
Portugal,Tancos,Tancos Airbase,1.0,35.0
Portugal,Vila Real,Vila Real Airport,1.0,35.0
Portugal,Viseu,Aerodromo Goncalves Lobato (Viseu Airport),1.0,35.0
Portugal,Funchal,Madeira Airport,1.0,35.0
Portugal,Corvo,Corvo Airport,1.0,35.0
Portugal,Aveiro,São Jacinto Airport,1.0,35.0
Portugal,Ota,Ota Air Base,1.0,35.0
Portugal,Castelo Branco,Aerodromo de Castelo Branco,1.0,35.0
Portugal,Ponte de Sôr,Ponte de Sor Airport,1.0,35.0
Portugal,Maia,Vilar de Luz Airfield,1.0,35.0
Bhutan,Thimphu,Paro Airport,1.0,3.0
Bhutan,Jakar,Bathpalathang Airport,1.0,3.0
Bhutan,Gelephu,Gelephu Airport,1.0,3.0
Liberia,Monrovia,Spriggs Payne Airport,1.0,3.0
Liberia,Monrovia,Roberts International Airport,1.0,3.0
Liberia,Greenville,Cape Palmas Airport,1.0,3.0
Oman,Khasab,Khasab Air Base,1.0,8.0
Oman,Masirah,Masirah Air Base,1.0,8.0
Oman,Muscat,Muscat International Airport,1.0,8.0
Oman,Salalah,Salalah Airport,1.0,8.0
Oman,Thumrait,Thumrait Air Base,1.0,8.0
Oman,Sohar,Sohar Airport,1.0,8.0
Oman,Duqm,Duqm International Airport,1.0,8.0
Oman,Al Masna'ah,Rustaq Airport,1.0,8.0
Zimbabwe,Bulawayo,Joshua Mqabuko Nkomo International Airport,1.0,16.0
Zimbabwe,Harare,Charles Prince Airport,1.0,16.0
Zimbabwe,Chiredzi,Buffalo Range Airport,1.0,16.0
Zimbabwe,Victoria Falls,Victoria Falls International Airport,1.0,16.0
Zimbabwe,Harare,Robert Gabriel Mugabe International Airport,1.0,16.0
Zimbabwe,Kariba,Kariba International Airport,1.0,16.0
Zimbabwe,Mutoko,Mutoko Airport,1.0,16.0
Zimbabwe,Mutare,Mutare Airport,1.0,16.0
Zimbabwe,Masvingo,Masvingo International Airport,1.0,16.0
Zimbabwe,Zvishavane,Zvishavane Airport,1.0,16.0
Zimbabwe,Gwert,Thornhill Air Base,1.0,16.0
Zimbabwe,Hwange National Park,Hwange National Park Airport,1.0,16.0
Zimbabwe,Spray View,Spray View Airport,1.0,16.0
Zimbabwe,Bumi Hills,Bumi Airport,1.0,16.0
Zimbabwe,Mana Pools,Mana Pools Airport,1.0,16.0
Zimbabwe,Hwange,Hwange (Town) Airport,1.0,16.0
Denmark,Aarhus,Aarhus Airport,1.0,31.0
Denmark,Billund,Billund Airport,1.0,31.0
Denmark,Copenhagen,Copenhagen Kastrup Airport,1.0,31.0
Denmark,Esbjerg,Esbjerg Airport,1.0,31.0
Denmark,Gronholt,Grønholt Hillerød Airport,1.0,31.0
Denmark,Karup,Karup Airport,1.0,31.0
Denmark,Laeso,Læsø Airport,1.0,31.0
Denmark,Maribo,Lolland Falster Maribo Airport,1.0,31.0
Denmark,Odense,Odense Airport,1.0,31.0
Denmark,Krusa-padborg,Kruså-Padborg Airport,1.0,31.0
Denmark,Copenhagen,Copenhagen Roskilde Airport,1.0,31.0
Denmark,Ronne,Bornholm Airport,1.0,31.0
Denmark,Soenderborg,Sønderborg Airport,1.0,31.0
Denmark,Skrydstrup,Skrydstrup Air Base,1.0,31.0
Denmark,Skive,Skive Airport,1.0,31.0
Denmark,Thisted,Thisted Airport,1.0,31.0
Denmark,Kolding,Kolding Vamdrup Airfield,1.0,31.0
Denmark,Vesthimmerland,Vesthimmerlands Flyveplads,1.0,31.0
Denmark,Stauning,Stauning Airport,1.0,31.0
Denmark,Aalborg,Aalborg Airport,1.0,31.0
Denmark,Samsoe,Samsø Airport,1.0,31.0
Denmark,Sindal,Sindal Airport,1.0,31.0
Denmark,Kalundborg,Kalundborg Airport,1.0,31.0
Denmark,Toender,Tønder Airport,1.0,31.0
Denmark,Endelage,Endelave Flyveplads,1.0,31.0
Denmark,Herning,Herning Airport,1.0,31.0
Denmark,Nordborg,Nordborg Flyveplads,1.0,31.0
Denmark,Aero,Ærø Airport,1.0,31.0
Denmark,Svenborg,El Fuentero Airport,1.0,31.0
Denmark,Anholt,Anholt Airport,1.0,31.0
Denmark,Aarhus,Aarhus Seaplne Terminal,1.0,31.0
China,Beijing,Beijing Capital International Airport,1.0,241.0
China,Hailar,Dongshan Airport,1.0,241.0
China,Tianjin,Tianjin Binhai International Airport,1.0,241.0
China,Taiyuan,Taiyuan Wusu Airport,1.0,241.0
China,Guangzhou,Guangzhou Baiyun International Airport,1.0,241.0
China,Changcha,Changsha Huanghua International Airport,1.0,241.0
China,Guilin,Guilin Liangjiang International Airport,1.0,241.0
China,Nanning,Nanning Wuxu Airport,1.0,241.0
China,Shenzhen,Shenzhen Bao'an International Airport,1.0,241.0
China,Zhengzhou,Zhengzhou Xinzheng International Airport,1.0,241.0
China,Wuhan,Wuhan Tianhe International Airport,1.0,241.0
China,Lanzhou,Lanzhou Zhongchuan Airport,1.0,241.0
China,Xi'an,Xi'an Xianyang International Airport,1.0,241.0
China,Jinghonggasa,Xishuangbanna Gasa Airport,1.0,241.0
China,Kunming,Kunming Changshui International Airport,1.0,241.0
China,Xiamen,Xiamen Gaoqi International Airport,1.0,241.0
China,Nanchang,Nanchang Changbei International Airport,1.0,241.0
China,Fuzhou,Fuzhou Changle International Airport,1.0,241.0
