country,City,Name,no. of Airports,airports_cum
Mexico,Uruapan,Licenciado y General Ignacio Lopez Rayon Airport,1.0,84.0
Mexico,Puerto Vallarta,Licenciado Gustavo Díaz Ordaz International Airport,1.0,84.0
Mexico,Puerto Escondido,Puerto Escondido International Airport,1.0,84.0
Mexico,Queretaro,Querétaro Intercontinental Airport,1.0,84.0
Mexico,Reynosa,General Lucio Blanco International Airport,1.0,84.0
Mexico,San Jose Del Cabo,Los Cabos International Airport,1.0,84.0
Mexico,San Filipe,San Felipe International Airport,1.0,84.0
Mexico,San Luis Potosi,Ponciano Arriaga International Airport,1.0,84.0
Mexico,Tlaxcala,Tlaxcala Airport,1.0,84.0
Mexico,Tuxtla Gutierrez,Terán Air Base,1.0,84.0
Mexico,Torreon,Francisco Sarabia International Airport,1.0,84.0
Mexico,Tuxtla Gutierrez,Angel Albino Corzo International Airport,1.0,84.0
Mexico,Tijuana,General Abelardo L. Rodríguez International Airport,1.0,84.0
Mexico,Tampico,General Francisco Javier Mina International Airport,1.0,84.0
Mexico,Tamuin,Tamuin Airport,1.0,84.0
Mexico,Toluca,Licenciado Adolfo Lopez Mateos International Airport,1.0,84.0
Mexico,Tapachula,Tapachula International Airport,1.0,84.0
Mexico,Cancun,Cancún International Airport,1.0,84.0
Mexico,Villahermosa,Carlos Rovirosa Pérez International Airport,1.0,84.0
Mexico,Vera Cruz,General Heriberto Jara International Airport,1.0,84.0
Mexico,Zacatecas,General Leobardo C. Ruiz International Airport,1.0,84.0
Mexico,Zihuatanejo,Ixtapa Zihuatanejo International Airport,1.0,84.0
Mexico,Zamora,Zamora Airport,1.0,84.0
Mexico,Manzanillo,Playa De Oro International Airport,1.0,84.0
Mexico,Zapopan,Zapopan Airport,1.0,84.0
Mexico,Celaya,Captain Rogelio Castillo National Airport,1.0,84.0
Mexico,Ciudad Constitución,Ciudad Constitución Airport,1.0,84.0
Mexico,Guerrero Negro,Guerrero Negro Airport,1.0,84.0
Mexico,Jalapa,El Lencero Airport,1.0,84.0
Mexico,Guasave,Camaguey-Campo Cuatro Milpas Airport,1.0,84.0
Mexico,Cabo San Lucas,Cabo San Lucas International Airport,1.0,84.0
Mexico,Chichen Itza,Chichen Itza International Airport,1.0,84.0
Mexico,San Cristobal de las Casas,San Cristobal de las Casas Airport,1.0,84.0
Mexico,Palenque,Palenque International Airport,1.0,84.0
Chile,Arica,Chacalluta Airport,1.0,46.0
Chile,Balmaceda,Balmaceda Airport,1.0,46.0
Chile,Santiago,El Bosque Airport,1.0,46.0
Chile,Chile Chico,Chile Chico Airport,1.0,46.0
Chile,Calama,El Loa Airport,1.0,46.0
Chile,Chillan,Gral. Bernardo O´Higgins Airport,1.0,46.0
Chile,Punta Arenas,Pdte. Carlos Ibañez del Campo Airport,1.0,46.0
Chile,Coyhaique,Teniente Vidal Airport,1.0,46.0
Chile,Iquique,Diego Aracena Airport,1.0,46.0
Chile,Santiago,Comodoro Arturo Merino Benítez International Airport,1.0,46.0
Chile,Antofagasta,Andrés Sabella Gálvez International Airport,1.0,46.0
Chile,Porvenir,Capitan Fuentes Martinez Airport Airport,1.0,46.0
Chile,Futaleufu,Futaleufú Airport,1.0,46.0
Chile,Los Angeles,María Dolores Airport,1.0,46.0
Chile,Puerto Williams,Guardiamarina Zañartu Airport,1.0,46.0
Chile,Concepcion,Carriel Sur Airport,1.0,46.0
Chile,Easter Island,Mataveri Airport,1.0,46.0
Chile,Osorno,Cañal Bajo Carlos - Hott Siebert Airport,1.0,46.0
Chile,Vallenar,Vallenar Airport,1.0,46.0
Chile,Rancagua,De La Independencia Airport,1.0,46.0
Chile,La Serena,La Florida Airport,1.0,46.0
Chile,Santiago,Eulogio Sánchez Airport,1.0,46.0
Chile,Temuco,Maquehue Airport,1.0,46.0
Chile,Puerto Montt,El Tepual Airport,1.0,46.0
Chile,Chaiten,Chaitén Airport,1.0,46.0
Chile,Valdivia,Pichoy Airport,1.0,46.0
Chile,Copiapo,Chamonate Airport,1.0,46.0
Chile,El Salvador,Ricardo García Posada Airport,1.0,46.0
Chile,Pucon,Pucón Airport,1.0,46.0
Chile,Puerto Natales,Tte. Julio Gallardo Airport,1.0,46.0
Chile,Vina del Mar,Viña del mar Airport,1.0,46.0
Chile,Curico,General Freire Airport,1.0,46.0
Chile,Isla San Felix,Isla San Felix Airport,1.0,46.0
Chile,San Juan Bautista,Robinson Crusoe Airport,1.0,46.0
Chile,Caldera,Caldera Airport,1.0,46.0
Chile,San Pedro de Atacama,San Pedro de Atacama Airport,1.0,46.0
Chile,Castro,Mocopulli Airport,1.0,46.0
Chile,San Sebastian,San Sebastián Airport,1.0,46.0
Chile,Tocopilla,Barriles Airport,1.0,46.0
Chile,Cochrane,Schroeder's field,1.0,46.0
Chile,Chañaral,Chañaral Airport,1.0,46.0
Chile,Talca,Panguilemo Airport,1.0,46.0
Chile,Victoria,Victoria Airport,1.0,46.0
Chile,Taltal,Las Breas Airport,1.0,46.0
Chile,Temuco,La Araucanía Airport,1.0,46.0
Chile,Copiapo,Desierto de Atacama Airport,1.0,46.0
Cameroon,Tiko,Tiko Airport,1.0,10.0
Cameroon,Douala,Douala International Airport,1.0,10.0
Cameroon,Maroua,Salak Airport,1.0,10.0
Cameroon,Foumban,Foumban Nkounja Airport,1.0,10.0
Cameroon,N'gaoundere,N'Gaoundéré Airport,1.0,10.0
Cameroon,Garoua,Garoua International Airport,1.0,10.0
Cameroon,Bafoussam,Bafoussam Airport,1.0,10.0
Cameroon,Bamenda,Bamenda Airport,1.0,10.0
Cameroon,Yaounde,Yaoundé Airport,1.0,10.0
Cameroon,Yaounde,Yaoundé Nsimalen International Airport,1.0,10.0
Djibouti,Djibouti,Djibouti-Ambouli Airport,1.0,3.0
Djibouti,Obock,Obock Airport,1.0,3.0
Djibouti,Tadjoura,Tadjoura Airport,1.0,3.0
India,Ahmedabad,Sardar Vallabhbhai Patel International Airport,1.0,148.0
India,Akola,Akola Airport,1.0,148.0
India,Aurangabad,Aurangabad Airport,1.0,148.0
India,Mumbai,Chhatrapati Shivaji International Airport,1.0,148.0
India,Bilaspur,Bilaspur Airport,1.0,148.0
India,Bhuj,Bhuj Airport,1.0,148.0
India,Belgaum,Belgaum Airport,1.0,148.0
India,Baroda,Vadodara Airport,1.0,148.0
India,Bhopal,Raja Bhoj International Airport,1.0,148.0
India,Bhaunagar,Bhavnagar Airport,1.0,148.0
India,Daman,Daman Airport,1.0,148.0
India,Deesa,Deesa Airport,1.0,148.0
India,Guna,Guna Airport,1.0,148.0
India,Goa,Dabolim Airport,1.0,148.0
India,Indore,Devi Ahilyabai Holkar Airport,1.0,148.0
India,Jabalpur,Jabalpur Airport,1.0,148.0
India,Jamnagar,Jamnagar Airport,1.0,148.0
India,Kandla,Kandla Airport,1.0,148.0
India,Khajuraho,Khajuraho Airport,1.0,148.0
India,Kolhapur,Kolhapur Airport,1.0,148.0
India,Keshod,Keshod Airport,1.0,148.0
India,Nagpur,Dr. Babasaheb Ambedkar International Airport,1.0,148.0
India,Nasik Road,Nashik Airport,1.0,148.0
India,Pune,Pune Airport,1.0,148.0
India,Porbandar,Porbandar Airport,1.0,148.0
India,Rajkot,Rajkot Airport,1.0,148.0
India,Raipur,Raipur Airport,1.0,148.0
India,Sholapur,Solapur Airport,1.0,148.0
India,Surat,Surat Airport,1.0,148.0
India,Udaipur,Maharana Pratap Airport,1.0,148.0
India,Along,Along Airport,1.0,148.0
India,Agartala,Agartala Airport,1.0,148.0
India,Aizwal,Lengpui Airport,1.0,148.0
India,Baghdogra,Bagdogra Airport,1.0,148.0
India,Bokaro,Bokaro Airport,1.0,148.0
India,Bhubaneswar,Biju Patnaik Airport,1.0,148.0
India,Kolkata,Netaji Subhash Chandra Bose International Airport,1.0,148.0
India,Cooch-behar,Cooch Behar Airport,1.0,148.0
India,Dhanbad,Dhanbad Airport,1.0,148.0
India,Gaya,Gaya Airport,1.0,148.0
India,Hirakud,Hirakud Airport,1.0,148.0
India,Imphal,Imphal Airport,1.0,148.0
India,Jharsuguda,Jharsuguda Airport,1.0,148.0
India,Jamshedpur,Sonari Airport,1.0,148.0
India,Jorhat,Jorhat Airport,1.0,148.0
India,Kailashahar,Kailashahar Airport,1.0,148.0
India,Silchar,Silchar Airport,1.0,148.0
India,Lilabari,North Lakhimpur Airport,1.0,148.0
India,Mohanbari,Dibrugarh Airport,1.0,148.0
India,Mazuffarpur,Muzaffarpur Airport,1.0,148.0
India,Nawapara,Nawapara Airport,1.0,148.0
India,Panagarh,Panagarh Air Force Station,1.0,148.0
India,Patina,Lok Nayak Jayaprakash Airport,1.0,148.0
India,Purnea,Purnea Airport,1.0,148.0
India,Ranchi,Birsa Munda Airport,1.0,148.0
India,Rourkela,Rourkela Airport,1.0,148.0
India,Utkela,Utkela Airport,1.0,148.0
India,Vishakhapatnam,Vishakhapatnam Airport,1.0,148.0
India,Zero,Ziro Airport,1.0,148.0
India,Agra,Agra Airport,1.0,148.0
India,Allahabad,Allahabad Airport,1.0,148.0
India,Amritsar,Sri Guru Ram Dass Jee International Airport,1.0,148.0
India,Bikaner,Nal Airport,1.0,148.0
India,Bakshi Ka Talab,Bakshi Ka Talab Air Force Station,1.0,148.0
India,Varanasi,Lal Bahadur Shastri Airport,1.0,148.0
India,Kulu,Kullu Manali Airport,1.0,148.0
India,Bhatinda,Bhatinda Air Force Station,1.0,148.0
India,Bhiwani,Bhiwani Airport,1.0,148.0
India,Bareilly,Bareilly Air Force Station,1.0,148.0
India,Chandigarh,Chandigarh Airport,1.0,148.0
India,Kanpur,Kanpur Airport,1.0,148.0
India,Delhi,Safdarjung Airport,1.0,148.0
India,Dehra Dun,Dehradun Airport,1.0,148.0
India,Delhi,Indira Gandhi International Airport,1.0,148.0
India,Gwalior,Gwalior Airport,1.0,148.0
India,Hissar,Hissar Airport,1.0,148.0
India,Jhansi,Jhansi Airport,1.0,148.0
India,Jodhpur,Jodhpur Airport,1.0,148.0
India,Jaipur,Jaipur International Airport,1.0,148.0
India,Jaisalmer,Jaisalmer Airport,1.0,148.0
India,Jammu,Jammu Airport,1.0,148.0
India,Kanpur,Kanpur Civil Airport,1.0,148.0
India,Kota,Kota Airport,1.0,148.0
India,Ludhiaha,Ludhiana Airport,1.0,148.0
India,Leh,Leh Kushok Bakula Rimpochee Airport,1.0,148.0
India,Lucknow,Chaudhary Charan Singh International Airport,1.0,148.0
India,Pathankot,Pathankot Airport,1.0,148.0
India,Patiala,Patiala Airport,1.0,148.0
India,Nainital,Pantnagar Airport,1.0,148.0
India,Raibarelli,Fursatganj Airport,1.0,148.0
India,Saharanpur,Sarsawa Air Force Station,1.0,148.0
India,Srinagar,Sheikh ul Alam Airport,1.0,148.0
India,Satna,Satna Airport,1.0,148.0
India,Agatti Island,Agatti Airport,1.0,148.0
India,Bangalore,Kempegowda International Airport,1.0,148.0
India,Bellary,Bellary Airport,1.0,148.0
India,Bidar,Bidar Air Force Station,1.0,148.0
India,Vijayawada,Vijayawada Airport,1.0,148.0
India,Coimbatore,Coimbatore International Airport,1.0,148.0
India,Kochi,Cochin International Airport,1.0,148.0
India,Calicut,Calicut International Airport,1.0,148.0
India,Cuddapah,Kadapa Airport,1.0,148.0
India,Carnicobar,Car Nicobar Air Force Station,1.0,148.0
India,Dundigul,Dundigul Air Force Academy,1.0,148.0
India,Hyderabad,Begumpet Airport,1.0,148.0
India,Madurai,Madurai Airport,1.0,148.0
India,Mangalore,Mangalore International Airport,1.0,148.0
India,Madras,Chennai International Airport,1.0,148.0
India,Nagarjunsagar,Nagarjuna Sagar Airport,1.0,148.0
India,Port Blair,Vir Savarkar International Airport,1.0,148.0
India,Pendicherry,Pondicherry Airport,1.0,148.0
India,Rajahmundry,Rajahmundry Airport,1.0,148.0
India,Salem,Salem Airport,1.0,148.0
India,Tanjore,Tanjore Air Force Base,1.0,148.0
India,Tirupeti,Tirupati Airport,1.0,148.0
India,Tiruchirappalli,Tiruchirapally Civil Airport Airport,1.0,148.0
India,Trivandrum,Trivandrum International Airport,1.0,148.0
India,Tambaram,Tambaram Air Force Station,1.0,148.0
India,Diu,Diu Airport,1.0,148.0
India,Hubli,Hubli Airport,1.0,148.0
India,Shillong,Shillong Airport,1.0,148.0
India,Guwahati,Lokpriya Gopinath Bordoloi International Airport,1.0,148.0
India,Dimapur,Dimapur Airport,1.0,148.0
India,Tezpur,Tezpur Airport,1.0,148.0
India,Gorakhpur,Gorakhpur Airport,1.0,148.0
India,Kangra,Kangra Airport,1.0,148.0
India,Nanded,Nanded Airport,1.0,148.0
India,Shimla,Shimla Airport,1.0,148.0
India,Mysore,Mysore Airport,1.0,148.0
India,Nagaur,Nagaur Airport,1.0,148.0
India,Bangalore,Yelahanka Air Force Station,1.0,148.0
India,Pasighat,Pasighat Airport,1.0,148.0
India,Bangalore,HAL Airport,1.0,148.0
India,,Ratnagiri Airport,1.0,148.0
India,Durgapur,Kazi Nazrul Islam Airport,1.0,148.0
India,,Ambala Air Force Station,1.0,148.0
India,,Sirsa Air Force Station,1.0,148.0
India,,Udhampur Air Force Station,1.0,148.0
India,Puttaparthi,Sri Sathya Sai Airport,1.0,148.0
India,Hyderabad,Rajiv Gandhi International Airport,1.0,148.0
India,Tezu,Tezu Airport,1.0,148.0
India,Adampur,Adampur Airport,1.0,148.0
India,Toranagallu,Vijayanagar Aerodrome (JSW),1.0,148.0
India,Shirdi,Shirdi Airport,1.0,148.0
India,Jeypore,Jeypore Airport,1.0,148.0
India,Ajmer,Kishangarh Airport,1.0,148.0
India,Kannur,Kannur International Airport,1.0,148.0
India,Bengaluru,Jakkur Aerodrome,1.0,148.0
South Africa,Alexander Bay,Alexander Bay Airport,1.0,99.0
South Africa,Aggeneys,Aggeneys Airport,1.0,99.0
South Africa,Brakpan,Brakpan Airport,1.0,99.0
South Africa,Bisho,Bisho Airport,1.0,99.0
South Africa,Bloemfontein,Bram Fischer International Airport,1.0,99.0
South Africa,Bethlehem,Bethlehem Airport,1.0,99.0
South Africa,Bothaville,Hendrik Potgieter Airport,1.0,99.0
South Africa,Cape Town,Cape Town International Airport,1.0,99.0
South Africa,Calvinia,Calvinia Airport,1.0,99.0
South Africa,Durban,King Shaka International Airport,1.0,99.0
South Africa,East London,Ben Schoeman Airport,1.0,99.0
South Africa,Ermelo,Ermelo Airport,1.0,99.0
South Africa,Ficksburg,Ficksburg Sentraoes Airport,1.0,99.0
South Africa,Johannesburg,Grand Central Airport,1.0,99.0
South Africa,George,George Airport,1.0,99.0
South Africa,Graaff Reinet,Graaff Reinet Airport,1.0,99.0
South Africa,Grahamstown,Grahamstown Airport,1.0,99.0
South Africa,Greytown,Greytown Airport,1.0,99.0
South Africa,Harmony,Harmony Airport,1.0,99.0
South Africa,Harrismith,Harrismith Airport,1.0,99.0
South Africa,Hoedspruit,Hoedspruit Air Force Base Airport,1.0,99.0
South Africa,Hendrik Verwoerddam,Gariep Dam Airport,1.0,99.0
South Africa,Johannesburg,OR Tambo International Airport,1.0,99.0
South Africa,Klerksdorp,P C Pelser Airport,1.0,99.0
South Africa,Kimberley,Kimberley Airport,1.0,99.0
South Africa,Krugersdorp,Krugersdorp Airport,1.0,99.0
South Africa,Kroonstad,Kroonstad Airport,1.0,99.0
South Africa,Kuruman,Johan Pienaar Airport,1.0,99.0
South Africa,Kleinsee,Kleinsee Airport,1.0,99.0
South Africa,Johannesburg,Lanseria Airport,1.0,99.0
South Africa,Lichtenburg,Lichtenburg Airport,1.0,99.0
South Africa,Lambertsbaai,Makhado Air Force Base Airport,1.0,99.0
South Africa,Langebaanweg,Langebaanweg Airport,1.0,99.0
South Africa,Ladysmith,Ladysmith Airport,1.0,99.0
South Africa,Middelburg,Middelburg Airport,1.0,99.0
South Africa,Margate,Margate Airport,1.0,99.0
South Africa,Marble Hall,Marble Hall Airport,1.0,99.0
South Africa,Majuba Power Station,Majuba Power Station Airport,1.0,99.0
South Africa,Malalane,Riverside Airport,1.0,99.0
South Africa,Musina,Morningside Farm Airport,1.0,99.0
South Africa,Mkuze,Mkuze Airport,1.0,99.0
South Africa,Newcastle,Newcastle Airport,1.0,99.0
South Africa,Nylstroom,Nylstroom Airfield,1.0,99.0
South Africa,Overberg,Overberg Airport,1.0,99.0
South Africa,Oudtshoorn,Oudtshoorn Airport,1.0,99.0
South Africa,Port Elizabeth,Port Elizabeth Airport,1.0,99.0
South Africa,Plettenberg Bay,Plettenberg Bay Airport,1.0,99.0
South Africa,Phalaborwa,Hendrik Van Eck Airport,1.0,99.0
South Africa,Polokwane,Pietersburg Municipal Airport,1.0,99.0
South Africa,Port Saint Johns,Port St Johns Airport,1.0,99.0
South Africa,Pietermaritzburg,Pietermaritzburg Airport,1.0,99.0
South Africa,Pilanesberg,Pilanesberg International Airport,1.0,99.0
South Africa,Potgietersrus,Polokwane International Airport,1.0,99.0
South Africa,Potchefstroom,Potchefstroom Airport,1.0,99.0
South Africa,Parys,Parys Airport,1.0,99.0
South Africa,Queenstown,Queenstown Airport,1.0,99.0
South Africa,Richard's Bay,Richards Bay Airport,1.0,99.0
South Africa,Rustenburg,Rustenburg Airport,1.0,99.0
South Africa,Robertson,Robertson Airport,1.0,99.0
South Africa,Springbok,Springbok Airport,1.0,99.0
South Africa,Secunda,Secunda Airport,1.0,99.0
South Africa,Saldanha,Saldanha /Vredenburg Airport,1.0,99.0
South Africa,Springs,Springs Airfield,1.0,99.0
South Africa,Swartkop,Swartkop Air Force Base,1.0,99.0
South Africa,Sishen,Sishen Airport,1.0,99.0
South Africa,Swellendam,Hendrik Swellengrebel Airport,1.0,99.0
South Africa,Skukuza,Skukuza Airport,1.0,99.0
South Africa,Tommy's Field,Tommys Field Airport,1.0,99.0
South Africa,Bloemfontein,New Tempe Airport,1.0,99.0
South Africa,Tutuka,Tutuka Power Station Airport,1.0,99.0
South Africa,Tzaneen,Tzaneen Airport,1.0,99.0
South Africa,Ulundi,Prince Mangosuthu Buthelezi Airport,1.0,99.0
South Africa,Upington,Pierre Van Ryneveld Airport,1.0,99.0
South Africa,Umtata,K. D. Matanzima Airport,1.0,99.0
South Africa,Vryburg,Vryburg Airport,1.0,99.0
South Africa,Durban,Virginia Airport,1.0,99.0
South Africa,Vredendal,Vredendal Airport,1.0,99.0
South Africa,Vereeniging,Vereeniging Airport,1.0,99.0
South Africa,Pretoria,Wonderboom Airport,1.0,99.0
South Africa,Witbank,Witbank Airport,1.0,99.0
South Africa,Waterkloof,Waterkloof Air Force Base,1.0,99.0
South Africa,Welkom,Welkom Airport,1.0,99.0
South Africa,Ysterplaat,Ysterplaat Air Force Base,1.0,99.0
South Africa,Zeerust,Zeerust Airport,1.0,99.0
South Africa,Johannesburg,Rand Airport,1.0,99.0
South Africa,Mpumalanga,Kruger Mpumalanga International Airport,1.0,99.0
South Africa,Malamala,Malamala Airport,1.0,99.0
South Africa,Mafeking,Mmabatho International Airport,1.0,99.0
South Africa,Nelspruit,Nelspruit Airport,1.0,99.0
South Africa,Aliwal North,Aliwal North Airport,1.0,99.0
South Africa,Alkantpan,Alkantpan Copper Airport,1.0,99.0
South Africa,Alldays,Alldays Airport,1.0,99.0
South Africa,Barberton,Bredasdorp Airport,1.0,99.0
South Africa,Cap Town,Cape Town Waterfort Heliport,1.0,99.0
South Africa,Dedeben,Witberg Tswalu Airport,1.0,99.0
South Africa,Phinda,Zulu Inyala Airport,1.0,99.0
South Africa,Lime Acres,Lime Acres Finsch Mine Airport,1.0,99.0
South Africa,Brits,Brits Airport,1.0,99.0
South Africa,Arathusa,Arathusa Safari Lodge Airport,1.0,99.0
Timor-Leste,,,,0.0
Bangladesh,Cox's Bazar,Cox's Bazar Airport,1.0,10.0
Bangladesh,Chittagong,Shah Amanat International Airport,1.0,10.0
Bangladesh,Ishurdi,Ishurdi Airport,1.0,10.0
Bangladesh,Jessore,Jessore Airport,1.0,10.0
Bangladesh,Rajshahi,Shah Mokhdum Airport,1.0,10.0
Bangladesh,Saidpur,Saidpur Airport,1.0,10.0
Bangladesh,Sylhet Osmani,Osmany International Airport,1.0,10.0
Bangladesh,Dhaka,Tejgaon Airport,1.0,10.0
Bangladesh,Dhaka,Hazrat Shahjalal International Airport,1.0,10.0
Bangladesh,Barisal,Barisal Airport,1.0,10.0
Colombia,Armenia,El Eden Airport,1.0,75.0
Colombia,Puerto Asis,Tres De Mayo Airport,1.0,75.0
Colombia,El Banco,Las Flores Airport,1.0,75.0
Colombia,Bucaramanga,Palonegro Airport,1.0,75.0
Colombia,Bogota,El Dorado International Airport,1.0,75.0
Colombia,Barranquilla,Ernesto Cortissoz International Airport,1.0,75.0
Colombia,Bahia Solano,José Celestino Mutis Airport,1.0,75.0
Colombia,Buenaventura,Gerardo Tobar López Airport,1.0,75.0
Colombia,Cucuta,Camilo Daza International Airport,1.0,75.0
Colombia,Cartagena,Rafael Nuñez International Airport,1.0,75.0
Colombia,Cali,Alfonso Bonilla Aragon International Airport,1.0,75.0
Colombia,Tumaco,La Florida Airport,1.0,75.0
Colombia,Corozal,Las Brujas Airport,1.0,75.0
Colombia,Barrancabermeja,Yariguíes Airport,1.0,75.0
Colombia,Florencia,Gustavo Artunduaga Paredes Airport,1.0,75.0
Colombia,Girardot,Santiago Vila Airport,1.0,75.0
Colombia,Guapi,Juan Casiano Airport,1.0,75.0
Colombia,Guaymaral,Guaymaral Airport,1.0,75.0
Colombia,Ibague,Perales Airport,1.0,75.0
Colombia,Ipiales,San Luis Airport,1.0,75.0
Colombia,Carepa,Antonio Roldan Betancourt Airport,1.0,75.0
Colombia,La Mina,Jorge Isaac Airport,1.0,75.0
Colombia,Leticia,Alfredo Vásquez Cobo International Airport,1.0,75.0
Colombia,Medellin,Enrique Olaya Herrera Airport,1.0,75.0
Colombia,Magangue,Baracoa Airport,1.0,75.0
Colombia,Monteria,Los Garzones Airport,1.0,75.0
Colombia,Mitu,Fabio Alberto Leon Bentley Airport,1.0,75.0
Colombia,Manizales,La Nubia Airport,1.0,75.0
Colombia,Neiva,Benito Salas Airport,1.0,75.0
Colombia,Ocana,Aguas Claras Airport,1.0,75.0
Colombia,Otu,Otu Airport,1.0,75.0
Colombia,Puerto Bolivar,Puerto Bolívar Airport,1.0,75.0
Colombia,Puerto Carreno,German Olano Airport,1.0,75.0
Colombia,Pereira,Matecaña International Airport,1.0,75.0
Colombia,Pitalito,Pitalito Airport,1.0,75.0
Colombia,Popayan,Guillermo León Valencia Airport,1.0,75.0
Colombia,Pasto,Antonio Narino Airport,1.0,75.0
Colombia,Providencia,El Embrujo Airport,1.0,75.0
Colombia,Mariquita,Mariquita Airport,1.0,75.0
Colombia,Rio Negro,Jose Maria Córdova International Airport,1.0,75.0
Colombia,Rio Hacha,Almirante Padilla Airport,1.0,75.0
Colombia,San Jose Del Guaviare,Jorge E. Gonzalez Torres Airport,1.0,75.0
Colombia,Santa Marta,Simón Bolívar International Airport,1.0,75.0
Colombia,San Andres Island,Gustavo Rojas Pinilla International Airport,1.0,75.0
Colombia,San Vincente De Caguan,Eduardo Falla Solano Airport,1.0,75.0
Colombia,Tame,Gustavo Vargas Airport,1.0,75.0
Colombia,Arauca,Santiago Perez Airport,1.0,75.0
Colombia,Quibdo,El Caraño Airport,1.0,75.0
Colombia,Tulua,Heriberto Gíl Martínez Airport,1.0,75.0
Colombia,Valledupar,Alfonso López Pumarejo Airport,1.0,75.0
Colombia,Villavicencio,Vanguardia Airport,1.0,75.0
Colombia,Cartago,Santa Ana Airport,1.0,75.0
Colombia,Garzón,La Jagua Airport,1.0,75.0
Colombia,Puerto Leguízamo,Caucaya Airport,1.0,75.0
Colombia,La Pedrera,La Pedrera Airport,1.0,75.0
Colombia,Nuquí,Reyes Murillo Airport,1.0,75.0
Colombia,Puerto Inírida,Obando Airport,1.0,75.0
Colombia,Yopal,El Yopal Airport,1.0,75.0
Colombia,Araracuara,Araracuara Airport,1.0,75.0
Colombia,Acandi,Alcides Fernández Airport,1.0,75.0
Colombia,Saravena,Los Colonizadores Airport,1.0,75.0
Colombia,Villa Garzon,Villa Garzón Airport,1.0,75.0
Colombia,El Bagre,El Bagre Airport,1.0,75.0
Colombia,Caucasia,Juan H White Airport,1.0,75.0
Colombia,Condoto,Mandinga Airport,1.0,75.0
Colombia,Tolu,Golfo de Morrosquillo Airport,1.0,75.0
Colombia,Capurgana,Capurganá Airport,1.0,75.0
Colombia,Apiay,Gomez Nino Apiay Air Base,1.0,75.0
Colombia,Coveñas,Coveñas Airport,1.0,75.0
Colombia,La Dorada,German Olano Air Base,1.0,75.0
Colombia,Paz De Ariporo,Paz De Ariporo Airport,1.0,75.0
Colombia,Tunja,Tunja Airport,1.0,75.0
Colombia,Tres Esquinas,Tres Esquinas Air Base,1.0,75.0
Colombia,Marandúa,Marandúa Air Base,1.0,75.0
Colombia,Aguachica,Hacaritama Airport,1.0,75.0
Bahrain,Bahrain,Bahrain International Airport,1.0,2.0
Bahrain,Bahrain,Sheik Isa Air Base,1.0,2.0
Saudi Arabia,Abha,Abha Regional Airport,1.0,45.0
Saudi Arabia,Al-ahsa,Al Ahsa Airport,1.0,45.0
Saudi Arabia,El-baha,Al Baha Airport,1.0,45.0
Saudi Arabia,Bisha,Bisha Airport,1.0,45.0
Saudi Arabia,Abqaiq,Abqaiq Airport,1.0,45.0
Saudi Arabia,Dammam,King Fahd International Airport,1.0,45.0
Saudi Arabia,Dhahran,King Abdulaziz Air Base,1.0,45.0
Saudi Arabia,Gizan,Jizan Regional Airport,1.0,45.0
Saudi Arabia,Gassim,Gassim Airport,1.0,45.0
Saudi Arabia,Guriat,Gurayat Domestic Airport,1.0,45.0
Saudi Arabia,Hail,Ha'il Airport,1.0,45.0
Saudi Arabia,Jubail,Jubail Airport,1.0,45.0
Saudi Arabia,Jeddah,King Faisal Naval Base,1.0,45.0
Saudi Arabia,Jeddah,King Abdulaziz International Airport,1.0,45.0
Saudi Arabia,King Khalid Mil.city,King Khaled Military City Airport,1.0,45.0
Saudi Arabia,Madinah,Prince Mohammad Bin Abdulaziz Airport,1.0,45.0
Saudi Arabia,Nejran,Nejran Airport,1.0,45.0
Saudi Arabia,Hafr Al-batin,Al Qaisumah/Hafr Al Batin Airport,1.0,45.0
Saudi Arabia,Petroline 3,Pump Station 3 Airport,1.0,45.0
Saudi Arabia,Petroline 6,Pump Station 6 Airport,1.0,45.0
Saudi Arabia,Petroline 10,Pump Station 10 Airport,1.0,45.0
Saudi Arabia,Rabigh,Rabigh Airport,1.0,45.0
Saudi Arabia,Rafha,Rafha Domestic Airport,1.0,45.0
Saudi Arabia,Riyadh,King Khaled International Airport,1.0,45.0
Saudi Arabia,Rash Mishab,Ras Mishab Airport,1.0,45.0
Saudi Arabia,Arar,Arar Domestic Airport,1.0,45.0
Saudi Arabia,Ras Tanura,Ras Tanura Airport,1.0,45.0
Saudi Arabia,Sharurah,Sharurah Airport,1.0,45.0
Saudi Arabia,Sulayel,Sulayel Airport,1.0,45.0
Saudi Arabia,Tabuk,Tabuk Airport,1.0,45.0
Saudi Arabia,Taif,Ta’if Regional Airport,1.0,45.0
Saudi Arabia,Thumamah,Thumamah Airport,1.0,45.0
Saudi Arabia,Ras Tanajib,Ras Tanajib Airport,1.0,45.0
Saudi Arabia,Turaif,Turaif Domestic Airport,1.0,45.0
Saudi Arabia,Wejh,Al Wajh Domestic Airport,1.0,45.0
Saudi Arabia,Yenbo,Prince Abdulmohsin Bin Abdulaziz Airport,1.0,45.0
Saudi Arabia,Dawadmi,Dawadmi Domestic Airport,1.0,45.0
Saudi Arabia,Al-Jawf,Al-Jawf Domestic Airport,1.0,45.0
Saudi Arabia,Wadi-al-dawasir,Wadi Al Dawasir Airport,1.0,45.0
Saudi Arabia,Al Kharj,Prince Sultan Air Base,1.0,45.0
